project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,min3_voc,min3_start,min3_freq_range,min3_tag_duration,min4_voc,min4_start,min4_freq_range,min4_tag_duration,min5_voc,min5_start,min5_freq_range,min5_tag_duration,min6_voc,min6_start,min6_freq_range,min6_tag_duration,min7_voc,min7_start,min7_freq_range,min7_tag_duration,min8_voc,min8_start,min8_freq_range,min8_tag_duration,min9_voc,min9_start,min9_freq_range,min9_tag_duration,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,BCFR,Pseudacris maculata,Boreal Chorus Frog,AMPHIBIA,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,CI 2,Song,0.8,1.96kHz to 4.34kHz,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,2.4,2.38kHz to 3.97kHz,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,SWSP,Melospiza georgiana,Swamp Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,3.6,3.60kHz to 7.05kHz,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,6.2,4.39kHz to 7.98kHz,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,7.9,1.21kHz to 7.28kHz,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,17.9,1.82kHz to 3.78kHz,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,Light,None,None,3,Chris Chutter,Confident,1,Song,24.5,1.87kHz to 5.42kHz,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,PBGR,Podilymbus podiceps,Pied-billed Grebe,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,36,0.28kHz to 2.19kHz,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,43.4,4.06kHz to 9.53kHz,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Light,None,None,3,Chris Chutter,Confident,1,Song,47.2,3.97kHz to 9.57kHz,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,48.7,2.01kHz to 4.48kHz,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,LIBA, ,Light Background Noise,ABIOTIC,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,50.3,0.09kHz to 2.33kHz,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,Flies,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,56.4,2.85kHz to 5.04kHz,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:09:20,Active,58.92557,-110.0398,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,,,,,Song,7.4,1.73kHz to 3.88kHz,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_030920.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,0.6,2.15kHz to 4.34kHz,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,0.7,3.41kHz to 10.23kHz,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,LIBA, ,Light Background Noise,ABIOTIC,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.7,0.05kHz to 1.87kHz,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,Flies,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,3.4,1.73kHz to 5.88kHz,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,5m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,4.1,3.60kHz to 9.06kHz,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,GRYE,Tringa melanoleuca,Greater Yellowlegs,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,To Be Checked,1,Call,4.3,1.17kHz to 2.99kHz,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,HETH,Catharus guttatus,Hermit Thrush,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,6.1,1.82kHz to 4.86kHz,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,12.8,1.96kHz to 6.21kHz,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,18.3,2.24kHz to 4.81kHz,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,5m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,18.4,1.96kHz to 4.34kHz,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Song,23.1,1.87kHz to 3.83kHz,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,5m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,Song,34.3,2.29kHz to 5.56kHz,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,CAJA,Perisoreus canadensis,Canada Jay,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,Call,39.6,0.14kHz to 1.59kHz,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,MAWA,Setophaga magnolia,Magnolia Warbler,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,Song,15.2,2.43kHz to 5.09kHz,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,CHSP,Spizella passerina,Chipping Sparrow,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,Song,39,4.48kHz to 6.21kHz,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,,,,,Call,11.7,3.08kHz to 5.65kHz,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,5m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,,,,,,,,,Song,13.7,2.61kHz to 5.04kHz,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,CHSP,Spizella passerina,Chipping Sparrow,AVES,5m 1SPR,None,None,Light,None,None,2,Chris Chutter,Confident,1,,,,,,,,,,,,,Song,39.1,3.41kHz to 7.00kHz,6.2,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,PBGR,Podilymbus podiceps,Pied-billed Grebe,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,,,,,,,,,Call,43,0.19kHz to 1.35kHz,2.43,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,3:59:10,Active,58.92557,-110.0398,,OCWA,Leiothylpis celata,Orange-crowned Warbler,AVES,5m 1SPR,None,None,Light,None,None,1,Chris Chutter,Confident,1,,,,,,,,,,,,,,,,,Song,28.8,4.67kHz to 7.38kHz,1.46,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,13.5,12.8,96,,,,,98.47,,,NA,,,,,AB-169275-17_20210626_035910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,To Be Checked,2,Call,0.3,2.15kHz to 5.74kHz,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,2+,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,Confident,1,Song,1.3,2.61kHz to 11.53kHz,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,2,Stan Shadick,Confident,1,Song,6,1.82kHz to 10.93kHz,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,Left channel. Fainter than TEWA1.,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,Confident,1,Song,7.9,1.82kHz to 5.60kHz,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,Up singer ending at 3.7 kHz.,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,Confident,1,Song,11.3,1.45kHz to 4.53kHz,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,Light,Light,None,None,2,Stan Shadick,Confident,1,Song,12.5,1.21kHz to 4.34kHz,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,Tiny gap from previous song implies a second bird.,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,Confident,1,Non-vocal,15,0.05kHz to 9.76kHz,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,MOBA, ,Moderate Background Noise,ABIOTIC,3m 1SPR,None,Light,Light,None,None,1,Stan Shadick,Confident,1,Non-vocal,28.5,0.05kHz to 2.52kHz,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,insect,AB-169275-17_20210626_044910.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,AB-169275-17,2021-06-26,4:49:10,Active,58.92557,-110.0398,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,3,Stan Shadick,Confident,1,Song,45.6,3.46kHz to 9.76kHz,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG ISLAND,214.90m,24km,12.8,21.5,17.1,,,,,EGG ISLAND,214.90m,24km,14.1,14.1,100,,,,,98.48,,,NA,,,,Stronger in right channel unlike previous 2 songs.,AB-169275-17_20210626_044910.wav,t
