project_id,location_name,recording_date,task_id,tag_id,ar_action,audit_date,audit_comment,,source_code,target_code,created_by,deleted_by,ar_unique_name,ar_new_unique_name,audit_vocalizationd,current_tag_vocalization,audit_abundance,current_species_abundance
3001,578--277-1,2024-05-30 04:40:00,1645476,4582378,VERIFY,31:15.1,Updated in species verification,,YBSA,YBSA,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-133,2024-05-30 04:37:00,1644543,4569250,VERIFY,31:18.9,Updated in species verification,,YBSA,YBSA,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,586--279-2,2024-06-12 08:31:00,1645546,4572143,VERIFY,32:38.7,Updated in species verification,,PIWO,PIWO,Stéphane Menu,Erica Alex,1,,Song,Call,1,1
3001,586--279-5,2024-06-15 05:00:00,1645541,4652459,VERIFY,33:04.4,Updated in species verification,,PIWO,PIWO,Enid,Erica Alex,1,,Song,Song,1,1
3001,13-UEV30-35,2024-06-02 03:36:00,1644552,4569264,VERIFY,47:01.3,Updated in species verification,,AMBI,AMBI,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,580--271-33,2024-06-02 03:40:00,1689938,4660526,VERIFY,47:49.5,Updated in species verification,,AMBI,AMBI,Enid,Erica Alex,1,,Song,Song,1,1
3001,13-UDV90-60,2024-06-03 05:37:00,1645711,4663304,VERIFY,53:19.6,Updated in species verification,,BHVI,BHVI,Stéphane Menu,Erica Alex,2,,Song,Song,1,1
3001,13-UDV90-60,2024-06-03 05:37:00,1645711,4663295,VERIFY,53:31.5,Updated in species verification,,BHVI,BHVI,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,13-EUV40-33,2024-06-03 06:04:00,1691850,4732120,VERIFY,53:39.0,Updated in species verification,,BHVI,BHVI,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,13-UDV90-33,2024-06-07 08:05:00,1691317,4663364,VERIFY,55:33.3,Updated in species verification,,BHVI,BHVI,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,13-UEV10-33,2024-06-13 07:31:00,1645704,4731093,VERIFY,03:29.7,Updated in species verification,,BHVI,BHVI,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,578--277-2,2024-05-30 04:40:00,1645479,4579578,VERIFY,28:32.6,Updated in species verification,,PBGR,PBGR,Enid,Erica Alex,1,,Song,Song,1,1
3001,13-UEV30-35,2024-06-02 03:36:00,1644552,4569269,VERIFY,30:02.9,Updated in species verification,,PBGR,PBGR,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,13-UDU26-32,2024-06-02 03:44:00,1689934,4779711,VERIFY,30:17.8,Updated in species verification,,PBGR,PBGR,Sachi Snively,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-136,2024-06-10 04:00:00,1691325,4636911,VERIFY,34:57.3,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,2,,Song,Song,1,1
3001,13-EUV40-33,2024-06-09 08:00:00,1691848,4660638,VERIFY,34:58.4,Updated in species verification,,MAWA,MAWA,Enid,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-36,2024-06-09 08:00:00,1691861,4732640,VERIFY,34:59.6,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,578--277-3,2024-06-09 05:34:00,1645613,4730540,VERIFY,35:05.9,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,13-UDU27-36,2024-06-03 07:42:00,1645729,4616629,VERIFY,35:29.8,Updated in species verification,,MAWA,MAWA,Enid,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-136,2024-05-30 04:37:00,1644549,4732323,VERIFY,38:38.7,Updated in species verification,,MAWA,MAWA,Sachi Snively,Erica Alex,1,,Song,Song,1,1
3001,578--277-3,2024-05-30 04:40:00,1645486,4730158,VERIFY,43:57.6,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,580--272-1,2024-06-02 03:40:00,1689940,4643867,VERIFY,53:46.9,Updated in species verification,,MAWA,MAWA,Erica Alex,Erica Alex,1,,Song,Song,1,1
3001,580--272-3,2024-06-02 03:40:00,1689942,4617793,VERIFY,55:17.1,Updated in species verification,,MAWA,MAWA,Enid,Erica Alex,1,,Song,Song,1,1
3001,578--277-3,2024-06-02 08:08:00,1645607,4584940,VERIFY,57:10.5,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-36,2024-06-03 07:34:00,1691869,4663421,VERIFY,58:54.3,Updated in species verification,,MAWA,MAWA,Stéphane Menu,Erica Alex,1,,Song,Song,1,1
3001,13-UEV40-36,2024-06-03 06:04:00,1691853,4732586,VERIFY,59:31.0,Updated in species verification,,MAWA,MAWA,Maya Meron,Erica Alex,1,,Song,Song,1,1
2743,LSNWA-00-03,2024-06-26 04:37:00,1220108,4381646,VERIFY,59:18.4,Updated in species verification,,LARB,LARB,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,GSNWA-00-05,2024-06-07 04:55:00,1219683,4420532,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-01,2024-06-12 05:15:00,1219987,4454680,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-02,2024-06-12 05:15:00,1220060,4362755,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-03,2024-06-26 04:37:00,1220108,4381545,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-02,2024-06-26 04:37:00,1220066,4449128,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,Sachiko L Schott,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-03,2024-06-26 04:37:00,1220108,4381659,VERIFY,00:27.1,Updated in species verification,,LARB,LARB,Andy Nguyen,Kelsey Bell,3,,Song,Song,1,1
2743,GSNWA-00-07,2024-06-07 04:55:00,1219687,4360834,VERIFY,11:57.2,Updated in species verification,,CONI,CONI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-08,2024-06-07 04:55:00,1219688,4360906,VERIFY,11:57.2,Updated in species verification,,CONI,CONI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-06,2020-06-27 04:35:00,1532316,4564786,VERIFY,12:17.1,Updated in species verification,,CONI,CONI,David Korver,Kelsey Bell,1,,Call,Call,1,1
2743,HSNWA-00-05,2024-06-18 04:21:00,1219705,4381048,VERIFY,50:11.4,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-13,2024-07-06 05:23:00,1219700,4430617,VERIFY,50:11.4,Updated in species verification,,LBCU,LBCU,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-11,2024-07-06 05:23:00,1219696,4377803,VERIFY,50:16.2,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,GSNWA-00-09,2024-06-30 04:58:00,1219691,4430404,VERIFY,50:57.6,Updated in species verification,,LBCU,LBCU,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-01,2024-06-07 04:55:00,1219675,4376718,VERIFY,51:34.0,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-01,2024-06-07 04:55:00,1219675,4376753,VERIFY,51:34.0,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,GSNWA-00-07,2024-06-15 05:13:00,1219689,4377623,VERIFY,51:34.0,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-07,2024-06-15 05:13:00,1219689,4377631,VERIFY,51:38.2,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,STNWA-02-03,2024-05-28 04:44:00,1498584,4594491,VERIFY,51:38.2,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-02,2024-06-07 04:55:00,1219677,4376843,VERIFY,51:41.7,Updated in species verification,,LBCU,LBCU,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-12,2024-05-28 06:56:00,1220784,4390313,VERIFY,54:36.3,Updated in species verification,,BARS,BARS,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,TWNWA-02-15,2024-06-11 06:47:00,1220984,4392224,VERIFY,54:48.4,Updated in species verification,,BARS,BARS,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,BRNWA-00-01,2018-05-28 05:55:00,1532376,4541633,VERIFY,54:56.2,Updated in species verification,,BARS,BARS,David Korver,Kelsey Bell,1,,Call,Call,1,1
2743,LMNWA-01-16,2024-05-28 04:42:00,1498513,4560147,VERIFY,55:01.9,Updated in species verification,,BARS,BARS,David Korver,Kelsey Bell,1,,Call,Call,1,1
2743,MCNWA-00-08,2024-06-02 06:37:00,1220241,4383282,VERIFY,55:06.5,Updated in species verification,,BARS,BARS,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,TWNWA-02-01,2024-05-28 06:56:00,1220672,4391790,VERIFY,55:10.6,Updated in species verification,,BARS,BARS,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,BRNWA-00-04,2017-05-27 05:57:00,1532345,4601211,VERIFY,56:58.3,Updated in species verification,,BARS,BARS,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,RINWA-00-04,2017-06-02 05:31:00,1532355,4568523,VERIFY,56:58.4,Updated in species verification,,BARS,BARS,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-01-24,2024-05-28 04:42:00,1532328,4600522,VERIFY,56:58.4,Updated in species verification,,BARS,BARS,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-01,2024-05-28 06:56:00,1220672,4391833,VERIFY,57:33.6,Updated in species verification,,YERA,YERA,Aaron Roberge,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-11,2024-06-11 06:47:00,1220718,4371163,VERIFY,57:41.6,Updated in species verification,,YERA,YERA,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-13,2024-06-11 06:47:00,1220901,4390380,VERIFY,57:46.1,Updated in species verification,,YERA,YERA,Aaron Roberge,Kelsey Bell,1,,Song,Song,1,1
2743,TWNWA-02-01,2024-05-28 06:56:00,1220672,4391833,VERIFY,57:49.6,Updated in species verification,,YERA,YERA,Aaron Roberge,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586832,VERIFY,59:52.8,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,2,,Call,Call,1,1
2743,GSNWA-00-02,2024-06-07 04:55:00,1219677,4376872,VERIFY,59:54.8,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,2,,Call,Call,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586794,VERIFY,59:58.1,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,PRNWA-26-01,2024-06-07 05:38:00,1220384,4365497,VERIFY,00:14.4,Updated in species verification,,CCLO,CCLO,David Korver,Kelsey Bell,3,,Call,Call,1,1
2743,LSNWA-00-03,2024-06-13 05:15:00,1220089,4369176,VERIFY,00:14.4,Updated in species verification,,CCLO,CCLO,Aaron Roberge,Kelsey Bell,5,,Call,Call,1,1
2743,LSNWA-00-03,2024-06-13 05:15:00,1220089,4369127,VERIFY,00:14.4,Updated in species verification,,CCLO,CCLO,Aaron Roberge,Kelsey Bell,3,,Call,Call,1,1
2743,GSNWA-00-02,2024-06-15 05:14:00,1219678,4406786,VERIFY,00:14.4,Updated in species verification,,CCLO,CCLO,Caitlin Acquroff,Kelsey Bell,1,,Call,Call,1,1
2743,GSNWA-00-02,2024-06-07 04:55:00,1219677,4376861,VERIFY,01:12.6,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-06,2024-06-07 04:55:00,1219685,4377069,VERIFY,01:25.3,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586923,VERIFY,02:43.4,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,3,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586923,VERIFY,02:46.4,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,3,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4587047,VERIFY,02:51.0,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,4,,Song,Song,1,1
2743,GSNWA-00-01,2024-06-07 04:55:00,1219675,4376721,VERIFY,02:52.1,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-01,2024-06-07 04:55:00,1219675,4376774,VERIFY,02:59.7,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,3,,Song,Song,1,1
2743,GSNWA-00-01,2024-06-07 04:55:00,1219675,4376731,VERIFY,03:01.1,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-26-07,2024-06-07 05:38:00,1220486,4365649,VERIFY,03:17.9,Updated in species verification,,CCLO,CCLO,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-26-07,2024-06-07 05:38:00,1220486,4365652,VERIFY,03:17.9,Updated in species verification,,CCLO,CCLO,David Korver,Kelsey Bell,3,,Song,Song,1,1
2743,PRNWA-26-06,2024-06-07 05:38:00,1220422,4383616,VERIFY,03:17.9,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-26-07,2024-06-07 05:38:00,1220486,4365625,VERIFY,03:23.4,Updated in species verification,,CCLO,CCLO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-26-01,2024-06-07 05:38:00,1220384,4365485,VERIFY,03:28.3,Updated in species verification,,CCLO,CCLO,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,THNWA-00-04,2020-06-20 04:46:00,1532358,4735019,VERIFY,05:47.7,Updated in species verification,,LEOW,LEOW,Sachiko L Schott,Kelsey Bell,2,,Song,Song,1,1
2743,THNWA-00-04,2020-06-20 04:46:00,1532358,4735016,VERIFY,05:47.7,Updated in species verification,,LEOW,LEOW,Sachiko L Schott,Kelsey Bell,1,,Song,Song,1,1
2743,SLNWA-00-04,2024-06-18 07:09:00,1165293,4404679,VERIFY,06:22.9,Updated in species verification,,SPPI,SPPI,Caitlin Acquroff,Kelsey Bell,3,,Call,Call,1,1
2743,GSNWA-00-03,2024-05-28 05:22:00,1219680,4376916,VERIFY,06:39.4,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-26-01,2024-06-20 06:37:00,1220386,4383568,VERIFY,06:43.8,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-06,2024-06-23 05:22:00,1219771,4381104,VERIFY,06:47.9,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-06,2024-06-23 05:22:00,1219771,4381104,VERIFY,06:50.4,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-16 04:36:00,1532370,4623988,VERIFY,07:04.0,Updated in species verification,,SPPI,SPPI,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-12,2018-06-06 04:47:00,1680013,4597531,VERIFY,07:04.0,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-03,2018-06-08 04:53:00,1532382,4542411,VERIFY,07:08.2,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,3,,Song,Song,1,1
2743,HSNWA-00-03,2018-06-08 04:53:00,1532382,4542405,VERIFY,07:13.0,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586947,VERIFY,07:24.9,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-03,2018-06-08 04:53:00,1532382,4542402,VERIFY,07:26.8,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-16,2019-06-16 05:44:00,1532399,4547676,VERIFY,07:31.4,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-16,2019-06-16 05:44:00,1532399,4547680,VERIFY,07:39.9,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,LMNWA-00-16,2019-06-16 05:44:00,1532399,4547685,VERIFY,07:42.5,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,3,,Song,Song,1,1
2743,LMNWA-00-23,2019-06-18 05:44:00,1532400,4546911,VERIFY,07:48.2,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-32,2019-06-26 04:46:00,1532389,4545921,VERIFY,07:51.3,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-31,2019-06-26 05:46:00,1532401,4547295,VERIFY,07:56.3,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-31,2019-06-27 04:46:00,1532388,4626536,VERIFY,12:32.3,Updated in species verification,,SPPI,SPPI,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-06,2020-06-28 05:26:00,1532319,4565158,VERIFY,12:42.1,Updated in species verification,,SPPI,SPPI,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,HSNWA-00-05,2020-06-28 05:26:00,1532318,4599579,VERIFY,12:42.1,Updated in species verification,,SPPI,SPPI,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,LSNWA-00-03,2024-06-26 04:37:00,1220108,4381586,VERIFY,13:23.2,Updated in species verification,,CCLO,CCLO,Andy Nguyen,Kelsey Bell,4,,Call,Call,1,1
2743,GSNWA-00-10,2024-06-30 04:58:00,1219693,4384821,VERIFY,14:39.6,Updated in species verification,,BANS,BANS,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,TWNWA-02-06,2024-06-11 06:47:00,1220676,4390273,VERIFY,15:35.0,Updated in species verification,,BANS,BANS,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,STNWA-02-06,2024-06-03 04:39:00,1498591,4594848,VERIFY,16:28.3,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,SLNWA-00-04,2024-06-18 07:09:00,1165293,4404604,VERIFY,16:28.3,Updated in species verification,,BOBO,BOBO,Caitlin Acquroff,Kelsey Bell,1,,Call,Call,1,1
2743,LMNWA-01-05,2024-06-27 05:17:00,1498094,4547612,VERIFY,16:39.2,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,MCNWA-00-02,2024-06-18 05:52:00,1220192,4383227,VERIFY,17:22.5,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-01,2017-06-11 05:39:00,1532347,4568249,VERIFY,19:49.5,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-11 05:39:00,1532348,4568328,VERIFY,19:52.2,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-11 05:39:00,1532348,4568306,VERIFY,19:58.1,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-01,2017-06-11 05:39:00,1532347,4568250,VERIFY,20:01.8,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-11 05:39:00,1532348,4568349,VERIFY,20:08.4,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,3,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-16 04:36:00,1532370,4623859,VERIFY,20:09.6,Updated in species verification,,BOBO,BOBO,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-01,2017-06-16 04:36:00,1532369,4623532,VERIFY,20:29.6,Updated in species verification,,BOBO,BOBO,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-27 04:56:00,1532377,4581471,VERIFY,20:29.6,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-27 04:56:00,1532377,4581612,VERIFY,20:29.6,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,4,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-27 04:56:00,1532377,4581450,VERIFY,20:42.4,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-27 04:56:00,1532377,4581572,VERIFY,20:42.4,Updated in species verification,,BOBO,BOBO,Andy Nguyen,Kelsey Bell,3,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-28 05:55:00,1532375,4540630,VERIFY,20:42.4,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,2,,Song,Song,1,1
2743,BRNWA-00-02,2018-05-28 05:55:00,1532375,4540588,VERIFY,20:51.4,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-12,2018-06-06 04:47:00,1680013,4597495,VERIFY,21:02.3,Updated in species verification,,BOBO,BOBO,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-12,2018-06-10 05:45:00,1679999,4653635,VERIFY,21:19.0,Updated in species verification,,BOBO,BOBO,Caitlin Acquroff,Kelsey Bell,2,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-11 05:39:00,1532348,4568311,VERIFY,22:12.7,Updated in species verification,,BAIS,BAIS,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,WBNWA-01-02,2018-05-25 04:14:00,1532394,4727557,VERIFY,22:12.7,Updated in species verification,,BAIS,BAIS,Sachiko L Schott,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-02,2017-06-16 04:36:00,1532370,4623967,VERIFY,22:14.4,Updated in species verification,,BAIS,BAIS,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,WBNWA-01-01,2018-05-26 04:13:00,1532391,4586685,VERIFY,22:18.4,Updated in species verification,,BAIS,BAIS,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,WBNWA-01-01,2018-05-26 04:13:00,1532391,4586700,VERIFY,22:21.8,Updated in species verification,,BAIS,BAIS,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,LMNWA-00-12,2018-06-06 04:47:00,1680013,4597512,VERIFY,22:36.5,Updated in species verification,,BAIS,BAIS,David Korver,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-12,2018-06-10 05:45:00,1679999,4653525,VERIFY,22:38.9,Updated in species verification,,BAIS,BAIS,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,WBNWA-01-01,2018-05-27 05:12:00,1532404,4709937,VERIFY,25:03.0,Updated in species verification,,BAIS,BAIS,Sachiko L Schott,Kelsey Bell,1,,Song,Song,1,1
2743,WBNWA-01-01,2018-05-27 05:12:00,1532404,4709939,VERIFY,25:03.6,Updated in species verification,,BAIS,BAIS,Sachiko L Schott,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586814,VERIFY,25:39.0,Updated in species verification,,BAIS,BAIS,Andy Nguyen,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-10-01,2019-06-11 05:06:00,1532398,4586774,VERIFY,25:43.4,Updated in species verification,,BAIS,BAIS,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,LMNWA-00-31,2019-06-27 04:46:00,1532388,4626542,VERIFY,25:47.4,Updated in species verification,,BAIS,BAIS,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,PRNWA-09-01,2020-06-27 05:28:00,1532331,4688697,VERIFY,25:50.4,Updated in species verification,,BAIS,BAIS,Caitlin Acquroff,Kelsey Bell,2,,Song,Song,1,1
2743,PRNWA-09-01,2020-06-27 05:28:00,1532331,4688661,VERIFY,25:55.8,Updated in species verification,,BAIS,BAIS,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,GSNWA-00-03,2024-05-27 04:43:00,1219679,4367870,VERIFY,26:00.3,Updated in species verification,,BAIS,BAIS,Aaron Roberge,Kelsey Bell,1,,Song,Song,1,1
2743,BQNWA-00-01,2024-05-25 05:37:00,1165286,4368481,VERIFY,26:52.1,Updated in species verification,,YEWA,YEWA,Andy Nguyen,Kelsey Bell,1,,Song,Song,1,1
2743,BRNWA-00-04,2017-05-27 05:57:00,1532345,4601179,VERIFY,35:16.6,Updated in species verification,,WEKI,WEKI,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,HSNWA-00-06,2024-06-23 05:22:00,1219771,,VERIFY,40:21.8,Updated in species verification,,WEKI,WEKI,Kelsey Bell,Kelsey Bell,1,,Call,,1,
2743,THNWA-00-13,2024-06-02 06:57:00,1220656,4480992,VERIFY,22:30.1,Updated in species verification,,RNDU,RNDU,Caitlin Acquroff,Kelsey Bell,1,,Song,Song,1,1
2743,MCNWA-00-10,2024-06-02 06:37:00,1220340,4369286,VERIFY,23:49.0,Updated in species verification,,GBHE,GBHE,Aaron Roberge,Kelsey Bell,1,,Call,Call,1,1
2743,SDNWA-02-07,2024-06-20 05:12:00,1220648,4386929,VERIFY,27:51.2,Updated in species verification,,WEKI,WEKI,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,HSNWA-00-06,2024-06-23 05:22:00,1219771,4381144,VERIFY,28:39.0,Updated in species verification,,WEKI,WEKI,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,SDNWA-02-02,2024-06-20 05:12:00,1220578,4383919,VERIFY,31:11.5,Updated in species verification,,MERL,MERL,Andy Nguyen,Kelsey Bell,1,,Call,Call,1,1
2743,HSNWA-00-13,2024-06-23 05:02:00,1219931,4381378,VERIFY,31:11.5,Updated in species verification,,MERL,MERL,Sean Jenniskens,Kelsey Bell,1,,Call,Call,1,1
2743,HSNWA-00-08,2024-06-18 04:21:00,1219794,4420857,VERIFY,31:46.7,Updated in species verification,,MERL,MERL,Caitlin Acquroff,Kelsey Bell,1,,Call,Call,1,1
